"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"E2",,"2006-09-25T00:00:00.000","12:32 PM","W","20.67","20.48","52","4","45","22.54","22.9","3.27","3.31","5.52","5.41","70.4","68.9",,,"15.12","15.44",,,,,,,,"8.24E+01","8.90E+01","0.9","S","5","NW","1","5.88","5.62","6","7.36","7.43",,,,,"8",,,,"2",,"0.504",,"0.348",,"0.118",,"1.33",,"1.4",,"0.157",,"11.5","5.25","2.3",,,,,"3.03",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7355","-73.97067","Permanent"
"E2",,"2006-09-05T00:00:00.000","3:31 PM","D","21.5","21.42","41","7","41","22.91","23.29","3.38","3.42","5","4.45","64.9","57.8",,,"15.19","15.5",,,,,,,,"6.24E+01","6.82E+01","1.8","N","LT+AIR","LT+AIR","1","5.65","5.51","6","7.24","7.23",,,,,"56",,,,"4",,"0.472",,"0.594",,"0.19",,"1.92",,"2.3",,"0.22",,"2","7.25","2.04",,,,,"3.16",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7355","-73.97117","Permanent"
"E4",,"2006-10-23T00:00:00.000","1:40 PM","D","16.55","16.55","65","4","61","21.96","21.95","2.92","2.92","5.49","5.49","64.4","64.3",,,"15.63","15.62",,,,,,,,"4.96E+01","5.92E+01","4.5","SE","20","NW","1","5.85","5.87","5.5","7.36","7.36",,,,,"12",,,,"1",,"0.576",,"0.699",,,,"1.61",,"1.28",,"0.218",,"7","4.5","0.96",,,,,"2.88",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78233","-73.92167","Permanent"
"E4",,"2006-07-31T00:00:00.000","12:20 PM","D","23.72","23.71","77","4","55","18.7","22.11","2.93","3.43","8.65","3.15","114.3","42.4",,,"11.43","14",,,,,,,,"4.28E+01","5.61E+01","0.7","NW","3","W","1","3.95","3.9","4","7.2","7.12",,,,,"15",,,,"3",,"0.388",,"0.456",,"0.134",,"1.67",,"1.78",,"0.18",,"7.5","17.75","1.97",,,,,"3.59",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.783","-73.9215","Permanent"
"E4",,"2006-08-21T00:00:00.000","1:46 PM","D","23.69","23.18","71","5","63","24.84","24.95","3.8","3.78","3.75","3.67","51.1","49.8",,,"16.06","16.3",,,,,,,,"9.39E+01","9.71E+01","3.5","W","14","NW","1","4.37","4.33","6","7.17","7.17",,,,,"7",,,,"1",,"0.23",,"0.381",,"0.153",,"1.51",,"1.79",,"0.204",,"17.75","14","5.45",,,,,"3.01",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78267","-73.92167","Permanent"
"E4",,"2006-08-28T00:00:00.000","12:17 PM","W","22.87","22.88","64","5","59","23.39","23.38","3.54","3.54","3.83","3.79","51.1","50.6",,,"15.19","15.18",,,,,,,,"1.30E+02","1.30E+02","2","E","9","E","2","4.55","4.5","7","7.29","7.29",,,,,"975",,,,"78",,"0.396",,"0.436",,"0.147",,"0.84",,"1.38",,"0.197",,"4.75","4.75","1",,,,,"4.66",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78217","-73.92217","Permanent"
"E4",,"2006-08-08T00:00:00.000","1:19 PM","D","23.3","22.8","70","4","59","23.91","24.17","3.65","3.64","3.98","3.88","53.6","52",,,"15.47","15.8",,,,,,,,"4.69E+01","6.62E+01","4","SW","8","N","1","4.78","4.42","5","7.29","7.29",,,,,"2",,,,"1",,"0.229",,"0.384",,"0.134",,"0.74",,"1.46",,"0.188",,"34.5","28.25","5.61",,,,,"3.81",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.782","-73.92267","Permanent"
"E4",,"2006-09-11T00:00:00.000","12:45 PM","D","21.67","21.68","76","6","67","22.72","22.69","3.37","3.36","4.62","4.6","60.1","59.8",,,"15","14.97",,,,,,,,"8.17E+01","9.34E+01","1.1","E","10","E","1","4.64","4.6","3.5","7.38","7.43",,,,,"15",,,,"2",,"0.486",,"0.42",,"0.13",,"1.56",,"1.86",,"0.188",,"3.5","5.25","1.86",,,,,"3.45",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78233","-73.92217","Permanent"
"E4",,"2006-09-18T00:00:00.000","1:06 PM","D","21.7","21.27","82","4","68","23.66","23.84","3.49","3.49","4.63","4.63","60.6","60.1",,,"15.7","15.95",,,,,,,,"6.68E+01","7.21E+01","1.2","SW","8","SW","1","4.9","4.8","5","7.2","7.25",,,,,"1",,,,"3",,"0.473",,"0.56",,"0.148",,"0.84",,"2.08",,"0.188",,"4.25","3.75","1.34",,,,,"3.33",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78317","-73.92133","Permanent"
"E4",,"2006-09-25T00:00:00.000","12:07 PM","W","20.77","20.75","72","4","63","22.21","22.2","3.24","3.23","5.09","5.09","64.8","64.9",,,"14.84","14.85",,,,,,,,"6.98E+01","8.41E+01","1.1","NE","7","NW","1","5.27","5.42","5","7.15","7.24",,,,,"11",,,,"1",,"0.574",,"0.41",,"0.136",,"2.02",,"1.54",,"0.181",,"3","8","1.80992",,,,,"3.45",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.782","-73.92233","Permanent"
"E4",,"2006-09-05T00:00:00.000","12:47 PM","D","21.23","21.09","77","4","61","23.85","24.2","3.49","3.52","4.76","4.92","61.8","63.8",,,"15.97","16.27",,,,,,,,"5.45E+01","6.83E+01","3","SW","0","0","1","5.58","5.91","6.5","7.33","7.3",,,,,"128",,,,"8",,"0.39",,"0.518",,"0.168",,"1.18",,"2.42",,"0.216",,"7.75","3.5","2.47",,,,,"2.91",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78417","-73.92083","Permanent"
"E5",,"2006-10-10T00:00:00.000","12:30 PM","D","18.88","18.92","60","5","57","22.56","22.72","3.15","3.17","5.29","5.16","65.1","63.6",,,"15.57","15.68",,,,,,,,"6.24E+01","7.10E+01","0.3","SE","5","NE","1","6.02","5.48","5","7.31","7.31",,,,,"26",,,,"9",,"0.576",,"0.424",,"0.149",,"2.13",,"1.3",,"0.194",,"9","12.2","1.56",,,,,"2.61",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80017","-73.887","Permanent"
"E5A",,"2006-10-10T00:00:00.000","12:57 PM","D","19.29","19.09","41","4","40","22.54","23.68","3.18","3.31","5.19","5.19","64.4","64.6",,,"15.46","16.37",,,,,,,,"6.14E+01","7.09E+01","0.2","SW","7","E","1","5.39","5.4","5","7.3","7.33",,,,,"20",,,,"3",,"0.597",,"0.639",,"0.18",,"1.78",,"1.3",,"0.22",,"12","9.5","1.65",,,,,"2.87",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78333","-73.88833","Permanent"
"E5A",,"2006-07-24T00:00:00.000","1:36 PM","W","22.32","21.77","39","5","36","22.78","23.26","3.42","3.45","2.96","2.88","38.9","37.6",,,"14.87","15.39",,,,,,,,"3.55E+01","4.25E+01","0.5","NW","9","W","1",,,,,,,,,,"88",,,,"8",,"0.288",,"0.48",,"0.13",,"1.1",,"1.58",,"0.19",,"28.5","55.25","1.45",,,,,"2.84",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7835","-73.88833","Permanent"
"E5A",,"2006-07-05T00:00:00.000","4:16 PM","W","20.14","19.9","39","4","29","19.18","20.26","2.79","2.92","4.12","4.04","50.9","50.1",,,"12.71","13.58",,,,,,"77","94","6.98E+01","7.19E+01","0.6","S","0","0","1","4.67","4.57","4","7.22","7.24",,,,,"801",,,,,,,,,,,,,,"1.62",,,,"6","25.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78333","-73.88817","Permanent"
"E5B",,"2006-10-10T00:00:00.000","12:42 PM","D","19.1","18.95","33","4","31","23.09","23.64","3.23","3.29","5.36","5.39","66.5","67",,,"15.92","16.37",,,,,,,,"6.47E+01","7.04E+01","0.4","SW","6","E","1","5.8","5.4","5","7.36","7.34",,,,,"13",,,,"5",,"0.566",,"0.45",,"0.15",,"1.46",,"1.23",,"0.19",,"6.5","3.3","1.95",,,,,"2.88",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.792","-73.89433","Permanent"
"E5B",,"2006-07-05T00:00:00.000","4:04 PM","W","19.95","19.93","28","8","24","19.73","19.75","2.86","2.86","4.84","4.05","59.8","50",,,"13.17","13.19",,,,,,"1","50","5.95E+01","6.33E+01","1","S","1","SW","1","4.61","4.59","4","7.27","7.25",,,,,"801",,,,,,,,,,,,,,"1.62",,,,"18","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.79283","-73.89417","Permanent"
"E6",,"2006-10-10T00:00:00.000","11:07 AM","D","19.04","18.87","17","4","18","24.17","24.28","3.37","3.37","5.51","5.48","68.8","68.2",,,"16.75","16.88",,,,,,,,"6.99E+01","7.45E+01","1","SSE","8","NE","1","5.71","5.88","6.5","7.39","7.39",,,,,"11",,,,"1",,"0.516",,"0.47",,"0.156",,"1.22",,"1.15",,"0.194",,"8.7","5.7","2.17",,,,,"2.67",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78533","-73.86117","Permanent"
"E6",,"2006-10-23T00:00:00.000","11:48 AM","D","16.52","16.24","22","4","20","22.54","23.47","2.99","3.08","5.68","5.94","66.8","69.8",,,"16.08","16.85",,,,,,,,"4.87E+01","6.01E+01","1.2","S","23","NW","1","6.1","6.23","6","7.34","7.37",,,,,"8",,,,"2",,"0.572",,"0.626",,,,"1.98",,"1.24",,"0.209",,"6","10.25","1.22",,,,,"2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78533","-73.8605","Permanent"
"E6",,"2006-07-31T00:00:00.000","10:55 AM","D","23.47","21.99","16","5","16","23.38","24.16","3.58","3.58","4.62","2.41","62.3","31.7",,,"15.01","16.01",,,,,,,,"5.90E+01","6.57E+01","0.8","N","6","E","1","3.95","3.99","4","7.17","7.17",,,,,"19",,,,"1",,"0.224",,"0.351",,"0.121",,"1.13",,"1.7",,"0.17",,"19.75","19.75","8.88",,,,,"3.65",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78617","-73.861","Permanent"
"E6",,"2006-08-21T00:00:00.000","12:20 PM","D","23.72","22.81","24","6","23","24.4","25.24","3.74","3.79","4.85","3.33","66.1","44.9",,,"15.71","16.6",,,,,,,,"7.24E+01","7.73E+01","1.4","S","14","N","1","4.95","4.74","6","7.29","7.23",,,,,"40",,,,"1",,"0.265",,"0.409",,"0.158",,"1.37",,"1.66",,"0.211",,"15.5","15.75","11.08",,,,,"2.96",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7855","-73.86083","Permanent"
"E6",,"2006-08-28T00:00:00.000","10:58 AM","W","22.54","22.54","19","4","18","24.11","24.13","3.62","3.62","3.15","3.11","42","41.4",,,"15.82","15.84",,,,,,,,"1.61E+02","1.59E+02","0.9","S","10","E","1","3.85","3.8","7","7.17","7.17",,,,,"910",,,,"600",,"0.334",,"0.535",,"0.177",,"0.79",,"1.96",,"0.225",,"1.75","1.5","0.72",,,,,"2.81",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78567","-73.86117","Permanent"
"E6",,"2006-08-08T00:00:00.000","11:52 AM","D","23.26","23.04","22","3","13","23.78","23.91","3.62","3.63","4.86","4.12","65.4","55.3",,,"15.38","15.53",,,,,,,,"7.93E+01","8.68E+01","1.7","SW","15","NE","1","5.29","3.18","7","7.21",,,,,,"3",,,,"2",,"0.235",,"0.523",,"0.154",,"0.86",,"1.49",,"0.216",,"24.5",,"8.59",,,,,"4.03",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7865","-73.86167","Permanent"
"E6",,"2006-09-11T00:00:00.000","11:16 AM","D","21.56","21.55","20","6","20","24.13","24.14","3.55","3.55","5.02","4.96","65.6","64.9",,,"16.1","16.11",,,,,,,,"8.12E+01","8.77E+01","0.5","SSW","14","ENE","3","5.03","4.97","1.5","7.48","7.48",,,,,"60",,,,"2",,"0.387",,"0.418",,"0.136",,"1.2",,"2.21",,"0.2",,"4.5","8.25","3.8",,,,,"4.56",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78583","-73.861","Permanent"
"E6",,"2006-09-18T00:00:00.000","11:50 AM","D","21.51","21.04","21","4","21","23.35","24.31","3.44","3.53","4.87","4.84","63.4","62.7",,,"15.52","16.37",,,,,,,,"5.11E+01","5.88E+01","1","W","4","W","1","4.96","4.95","8","7.24","7.29",,,,,"1",,,,"1",,"0.48",,"0.549",,"0.147",,"0.84",,"2.04",,"0.192",,"5.5","7.25","0.78",,,,,"3.25",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78567","-73.86117","Permanent"
"E6",,"2006-09-25T00:00:00.000","10:53 AM","W","20.75","20.72","22","4","19","24.01","24.08","3.47","3.48","4.75","4.69","61.1","60.4",,,"16.21","16.28",,,,,,,,"6.66E+01","7.42E+01","1.1","SE","17","NW","1","4.94","4.85","6","7.2","7.21",,,,,"4",,,,"2",,"0.498",,"0.494",,"0.156",,"1.5",,"1.8",,"0.206",,"12.25","10.25","1.024",,,,,"3.04",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.7855","-73.861","Permanent"
"E6",,"2006-09-05T00:00:00.000","11:37 AM","D","21.21","21.13","23","5","17","23.75","24.06","3.47","3.5","4.76","4.88","61.7","63.3",,,"15.9","16.15",,,,,,,,"5.11E+01","6.11E+01","0.5","SW","LT+AIR","LT+AIR","1","5.89","6","7","7.35","7.32",,,,,"120",,,,"4",,"0.378",,"0.548",,"0.176",,"1.58",,"2.42",,"0.213",,"2","7.25","2.8",,,,,"3.19",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.78583","-73.86133","Permanent"
"E7",,"2006-10-10T00:00:00.000","10:30 AM","D","18.79","18.7","39","5","35","24.49","24.66","3.39","3.4","4.8","5.71","59.7","71",,,"17.06","17.21",,,,,,,,"1.40E+02","1.38E+02","1.7","E","10","E","1","6.07","6.06","7","7.35","7.36",,,,,"10",,,,"2",,"0.45",,"0.428",,"0.144",,"2.08",,"1.1",,"0.188",,"6.5","6","2.62",,,,,"2.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80283","-73.81917","Permanent"
"E7",,"2006-10-23T00:00:00.000","11:33 AM","D","16.29","16.07","46","4","41","23.58","24.84","3.1","3.23","5.89","6.3","69.4","74.4",,,"16.92","17.93",,,,,,,,"3.28E+01","5.14E+01","0.8","S","15","W","1","6.42","6.35","5","7.38","6.84",,,,,"11",,,,"1",,"0.478",,"0.598",,,,"1.5",,"1.2",,"0.198",,"8","4.5","1.34",,,,,"2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.8025","-73.82","Permanent"
"E7",,"2006-07-31T00:00:00.000","10:37 AM","D","22.71","20.54","46","5","33","23.74","25.35","3.58","3.63","4.3","2.22","57.3","28.7",,,"15.5","17.28",,,,,,,,"6.52E+01","7.33E+01","0","E","2","W","1","4.06","3.29","4.5","7.2","7.15",,,,,"15",,,,"1",,"0.198",,"0.312",,"0.111",,"0.94",,"1.66",,"0.158",,"27.75","18","10.28",,,,,"3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80317","-73.81917","Permanent"
"E7",,"2006-08-21T00:00:00.000","12:02 PM","D","22.88","22.17","58","4","69","25.56","25.99","3.84","3.84","4.57","2.65","61.8","35.4",,,"16.83","17.3",,,,,,,,"7.49E+01","9.60E+01","1.3","W","8","N","1","5.05","3.19","7","7.29","7.17",,,,,"2",,,,"1",,"0.116",,"0.208",,"0.121",,"1.46",,"1.78",,"0.164",,"10.75","9.5","11.46",,,,,"3.01",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80283","-73.82083","Permanent"
"E7",,"2006-08-28T00:00:00.000","10:37 AM","W","22.35","22.28","39","5","36","24.66","24.93","3.68","3.71","3.16","3.11","42","41.4",,,"16.29","16.51",,,,,,,,"1.09E+02","1.10E+02","0","E","10","N","2","3.82","3.66","6","7.23","7.23",,,,,"910",,,,"232",,"0.258",,"0.422",,"0.159",,"0.82",,"2.05",,"0.231",,"1.75","13.25","1.93",,,,,"3.15",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80283","-73.818","Permanent"
"E7",,"2006-08-08T00:00:00.000","11:37 AM","D","22.33","21.41","43","5","53","25.05","25.59","3.73","3.73","4.28","3.13","57.1","41.2",,,"16.59","17.24",,,,,,,,"8.78E+01","9.76E+01","1.2","W","7","N","1","5.98","3.02","7","7.25","7.21",,,,,"21",,,,"2",,"0.107",,"0.214",,"0.108",,"0.55",,"1.49",,"0.156",,"16.75","25.75","9.38",,,,,"3.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80283","-73.82","Permanent"
"E7",,"2006-09-11T00:00:00.000","10:56 AM","D","21.47","21.3","53","5","52","24.19","24.38","3.55","3.56","5.1","5.38","66.6","70.1",,,"16.16","16.36",,,,,,,,"7.68E+01","9.52E+01","1.3","S","19","E","1","5.05","5.32","6","7.47","7.5",,,,,"26",,,,"4",,"0.359",,"0.418",,"0.134",,"1.68",,"2.2",,"0.203",,"4.5","10.25","4.53",,,,,"3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80317","-73.82017","Permanent"
"E7",,"2006-09-18T00:00:00.000","11:34 AM","D","20.98","20.76","46","4","54","24.94","25.23","3.61","3.63","5.44","5.24","70.7","67.9",,,"16.86","17.14",,,,,,,,"4.24E+01","5.76E+01","0.8","W","2","W","1","5.53","5.64","5","7.35","7.38",,,,,"22",,,,"1",,"0.266",,"0.338",,"0.118",,"0.54",,"1.96",,"0.142",,"2","13","0.67",,,,,"3.32",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80317","-73.81967","Permanent"
"E7",,"2006-09-25T00:00:00.000","10:37 AM","W","20.63","20.55","52","3","48","24.21","24.21","3.49","3.48","4.81","4.82","61.9","61.9",,,"16.4","16.42",,,,,,,,"7.13E+01","7.69E+01","0.7","SE","14","NW","1","5.05","4.92","7","7.06","7.16",,,,,"9",,,,"1",,"0.464",,"0.478",,"0.148",,"1.18",,"1.82",,"0.204",,"10.25","13.5","1.6524",,,,,"2.97",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.803","-73.82","Permanent"
"E7",,"2006-09-05T00:00:00.000","11:21 AM","D","20.85","20.8","52","4","60","25.18","25.42","3.63","3.66","5.52","5.47","71.7","71.1",,,"17.07","17.27",,,,,,,,"5.92E+01","7.96E+01","1.4","W","LT+AIR","LT+AIR","1","6.77","6.46","6.5","7.52","7.51",,,,,"46",,,,"3",,"0.186",,"0.352",,"0.124",,"2.27",,"2.4",,"0.159",,"3.5","20.5","3.58",,,,,"2.82",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.803","-73.82","Permanent"
"E8",,"2006-10-23T00:00:00.000","11:17 AM","D","16.12","16.22","87","4","83","24.73","25.97","3.22","3.38","6.23","6.43","73.7","76.7",,,"17.84","18.77",,,,,,,,"5.64E+01","7.46E+01","1","S","19","W","1","6.65","6.94","5.5","7.42","6.92",,,,,"11",,,,"2",,"0.347",,"0.44",,,,"1.53",,"1.12",,"0.162",,"9","20.5","1.6",,,,,"2.48",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80117","-73.7825","Permanent"
"E8",,"2006-07-31T00:00:00.000","10:20 AM","D","21.21","19.01","96","4","83","25.06","26.34","3.64","3.64","3.12","1.12","40.7","14.1",,,"16.89","18.42",,,,,,,,"6.41E+01","7.51E+01","0.4","E","3","SE","1","3.53","1.44","6.5","7.21","7.17",,,,,"17",,,,"1",,"0.106",,"0.177",,"0.088",,"0.87",,"1.56",,"0.128",,"24.25","15.18","9.52",,,,,"2.91",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80183","-73.78183","Permanent"
"E8",,"2006-08-21T00:00:00.000","11:49 AM","D","22.91","21.34","90","5","89","25.51","26.59","3.83","3.85","4.41","1.49","59.6","19.6",,,"16.78","18",,,,,,,,"8.94E+01","9.91E+01","0.9","W","8","N","1","4.84","1.72","5","7.27","7.14",,,,,"3",,,,"1",,"0.113",,"0.229",,"0.131",,"1.14",,"1.82",,"0.163",,"10.75","7.75","6.5",,,,,"2.91",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80133","-73.782","Permanent"
"E8",,"2006-08-28T00:00:00.000","10:21 AM","W","22.18","22.16","84","4","76","24.95","25.3","3.7","3.75","3.37","3.26","44.8","43.4",,,"16.56","16.82",,,,,,,,"2.12E+02","2.07E+02","0.2","E","7","E","2","4.2","3.91","9","7.15","7.22",,,,,"2,001",,,,"560",,"0.201",,"0.323",,"0.148",,"0.57",,"2.08",,"0.183",,"6.75","1.75","1.32",,,,,"3.41",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80267","-73.781","Permanent"
"E8",,"2006-08-08T00:00:00.000","11:20 AM","D","22.45","20.39","101","3","99","25.17","26.21","3.75","3.73","4.57","1.39","61.2","18",,,"16.65","17.98",,,,,,,,"9.62E+01","1.08E+02","2","SW","CALM","0","1","5.26","1.96","6.5","7.25","7.12",,,,,"5",,,,"1",,"0.092",,"0.168",,"0.102",,"0.54",,"1.43",,"0.152",,"29.75","25.75","9.76",,,,,"2.86",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80217","-73.78217","Permanent"
"E8",,"2006-09-11T00:00:00.000","10:41 AM","D","21.22","21.2","88","5","77","24.9","24.9","3.62","3.62","5.59","5.53","73.1","72.1",,,"16.77","16.77",,,,,,,,"8.35E+01","1.01E+02","0","SW","7","E","2","5.57","5.52","3","7.45","7.48",,,,,"20",,,,"3",,"0.258",,"0.298",,"0.111",,"1.26",,"2.16",,"0.17",,"8.75","6.25","6.28",,,,,"3.52",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.8015","-73.78183","Permanent"
"E8",,"2006-09-18T00:00:00.000","11:20 AM","D","21.55","20.49","88","4","92","24.41","25.82","3.58","3.69","6.3","5.28","82.5","68.4",,,"16.31","17.66",,,,,,,,"4.99E+01","6.15E+01","0","N","2","SW","1","5.97","5.66","7.5","7.35","7.42",,,,,"2",,,,"1",,"0.317",,"0.365",,"0.114",,"0.65",,"2.03",,"0.153",,"2.5","15.25","2.08",,,,,"3.22",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80117","-73.78217","Permanent"
"E8",,"2006-09-25T00:00:00.000","10:20 AM","W","20.45","20.41","89","3","81","24.97","25.18","3.57","3.6","4.92","4.83","63.3","62.3",,,"17.02","17.19",,,,,,,,"7.90E+01","9.83E+01","0.5","SE","10","N","1","5.13","5.02","7","7.04","7.23",,,,,"12",,,,"3",,"0.346",,"0.33",,"0.12",,"1.86",,"1.72",,"0.17",,"13.5","14.75","1.292",,,,,"2.76",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.80133","-73.782","Permanent"
"E8",,"2006-09-05T00:00:00.000","11:08 AM","D","20.9","20.67","92","6","91","24.85","26.11","3.59","3.74","5.23","5.62","67.9","73.1",,,"16.81","17.83",,,,,,,,"6.43E+01","8.06E+01","0","W","4","E","1","6.28","6.71","7","7.46","7.57",,,,,"50",,,,"2",,"0.226",,"0.399",,"0.136",,"1.93",,"2.44",,"0.166",,"3.75","25.5","2.56",,,,,"2.55",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.8015","-73.782","Permanent"
"EMB1",,"2006-08-01T00:00:00.000","12:35 PM","D","26.32","16.31","36","5","29","26.47","27.26","4.24","3.53","5.14","0.16","74.2","2",,,"16.51","19.71",,,,,,,,"1.88E+01","-2.99E+02","0.2","E","6","W","1","3.81","0","4","8.18","7.85",,,,,"25","8",,,"4","10","0.022","0.006","0.279","1.214","0.118","0.382","1.46","1.97","0.83","2.26","0.205","0.446","1","5.5","43.76",,,,,"4.15",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.616","-73.90767","Permanent"
"EMB1",,"2006-08-29T00:00:00.000","12:47 PM","W","23.5","22.58","35","4","27","27.01","27.93","4.08","4.13","2.96","0.1","40.8","1.4",,,"17.74","18.7",,,,,,,,"8.06E+01","-2.09E+02","0.9","NW","6","S","1","1.87","0","6","7.4","7.36",,,,,"600","70",,,"48","11","0.071","0.019","0.624","0.817","0.163","0.22","1.43","1.77","1.29","1.66","0.248","0.291","1.75","0.75","30.64",,,,,"3.46",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.61617","-73.90817","Permanent"
